INSTRUMENTID,TRADINGSEGMENT,REFSETTLEMENTPRICE,TIME1,:B1,TIME,TRADINGDAY,PRODUCTID,UPDOWN,trade_date
AD2511,D,20410,2025101710:15:00,,9:00-10:15,,ad_f,55.00001,20251017
AD2511,D,20360,2025101715:00:00,,9:00-15:00,,ad_f,-24.99999,20251017
AU2511,D,988.72,2025101710:15:00,,9:00-10:15,,au_f,22.08001,20251017
AU2511,D,992.72,2025101715:00:00,,9:00-15:00,,au_f,27.50001,20251017
AG2511,D,12195,2025101710:15:00,,9:00-10:15,,ag_f,54.00001,20251017
AG2511,D,12232,2025101715:00:00,,9:00-15:00,,ag_f,184.00001,20251017
RB2511,D,2989,2025101710:15:00,,9:00-10:15,,rb_f,20.00001,20251017
RB2511,D,2983,2025101715:00:00,,9:00-15:00,,rb_f,9.00001,20251017
WR2511,D,0,2025101710:15:00,,9:00-10:15,,wr_f,0,20251017
WR2511,D,0,2025101715:00:00,,9:00-15:00,,wr_f,0,20251017
HC2511,D,3269,2025101710:15:00,,9:00-10:15,,hc_f,15.00001,20251017
HC2511,D,3264,2025101715:00:00,,9:00-15:00,,hc_f,6.00001,20251017
SS2511,D,12580,2025101710:15:00,,9:00-10:15,,ss_f,95.00001,20251017
SS2511,D,12590,2025101715:00:00,,9:00-15:00,,ss_f,75.00001,20251017
SC2511,D,432.5,2025101710:15:00,,9:00-10:15,,sc_f,-10.49999,20251017
SC2511,D,433,2025101715:00:00,,9:00-15:00,,sc_f,-10.19999,20251017
LU2511,D,3055,2025101710:15:00,,9:00-10:15,,lu_f,-87.99999,20251017
LU2511,D,3046,2025101715:00:00,,9:00-15:00,,lu_f,-97.99999,20251017
FU2511,D,2707,2025101710:15:00,,9:00-10:15,,fu_f,-55.99999,20251017
FU2511,D,2710,2025101715:00:00,,9:00-15:00,,fu_f,-49.99999,20251017
BU2511,D,3229,2025101710:15:00,,9:00-10:15,,bu_f,-23.99999,20251017
BU2511,D,3236,2025101715:00:00,,9:00-15:00,,bu_f,-31.99999,20251017
BR2511,D,11050,2025101710:15:00,,9:00-10:15,,br_f,40.00001,20251017
BR2511,D,10995,2025101715:00:00,,9:00-15:00,,br_f,-59.99999,20251017
RU2511,D,14085,2025101710:15:00,,9:00-10:15,,ru_f,-19.99999,20251017
RU2511,D,14045,2025101715:00:00,,9:00-15:00,,ru_f,-84.99999,20251017
NR2511,D,12355,2025101710:15:00,,9:00-10:15,,nr_f,40.00001,20251017
NR2511,D,12335,2025101715:00:00,,9:00-15:00,,nr_f,-4.99999,20251017
SP2511,D,4852,2025101710:15:00,,9:00-10:15,,sp_f,-9.99999,20251017
SP2511,D,4840,2025101715:00:00,,9:00-15:00,,sp_f,-11.99999,20251017
OP2601,D,4206,2025101710:15:00,,9:00-10:15,,op_f,-7.99999,20251017
OP2601,D,4206,2025101715:00:00,,9:00-15:00,,op_f,-5.99999,20251017
EC2510,D,1099.4,2025101710:15:00,,9:00-10:15,,ec_f,-22.09999,20251017
EC2510,D,1098.6,2025101715:00:00,,9:00-15:00,,ec_f,-13.29999,20251017
CU2511,D,85330,2025102010:15:00,,9:00-10:15,,cu_f,510.00001,20251020
CU2511,D,85510,2025102015:00:00,,9:00-15:00,,cu_f,880.00001,20251020
BC2511,D,75830,2025102010:15:00,,9:00-10:15,,bc_f,510.00001,20251020
BC2511,D,76010,2025102015:00:00,,9:00-15:00,,bc_f,850.00001,20251020
AL2511,D,20915,2025102010:15:00,,9:00-10:15,,al_f,-54.99999,20251020
AL2511,D,20910,2025102015:00:00,,9:00-15:00,,al_f,-24.99999,20251020
ZN2511,D,21890,2025102010:15:00,,9:00-10:15,,zn_f,-39.99999,20251020
ZN2511,D,21880,2025102015:00:00,,9:00-15:00,,zn_f,5.00001,20251020
PB2511,D,17090,2025102010:15:00,,9:00-10:15,,pb_f,55.00001,20251020
PB2511,D,17085,2025102015:00:00,,9:00-15:00,,pb_f,40.00001,20251020
NI2511,D,120830,2025102010:15:00,,9:00-10:15,,ni_f,-519.99999,20251020
NI2511,D,120840,2025102015:00:00,,9:00-15:00,,ni_f,-369.99999,20251020
SN2511,D,279160,2025102010:15:00,,9:00-10:15,,sn_f,-2029.99999,20251020
SN2511,D,279470,2025102015:00:00,,9:00-15:00,,sn_f,-1799.99999,20251020
AO2511,D,2785,2025102010:15:00,,9:00-10:15,,ao_f,6.00001,20251020
AO2511,D,2782,2025102015:00:00,,9:00-15:00,,ao_f,1e-05,20251020
AD2511,D,20350,2025102010:15:00,,9:00-10:15,,ad_f,-59.99999,20251020
AD2511,D,20330,2025102015:00:00,,9:00-15:00,,ad_f,-29.99999,20251020
AU2511,D,972.26,2025102010:15:00,,9:00-10:15,,au_f,-16.45999,20251020
AU2511,D,972.1,2025102015:00:00,,9:00-15:00,,au_f,-20.61999,20251020
AG2511,D,11774,2025102010:15:00,,9:00-10:15,,ag_f,-420.99999,20251020
AG2511,D,11764,2025102015:00:00,,9:00-15:00,,ag_f,-467.99999,20251020
RB2511,D,3002,2025102010:15:00,,9:00-10:15,,rb_f,13.00001,20251020
RB2511,D,2995,2025102015:00:00,,9:00-15:00,,rb_f,12.00001,20251020
WR2511,D,0,2025102010:15:00,,9:00-10:15,,wr_f,0,20251020
WR2511,D,3330,2025102015:00:00,,9:00-15:00,,wr_f,0,20251020
HC2511,D,3280,2025102010:15:00,,9:00-10:15,,hc_f,11.00001,20251020
HC2511,D,3274,2025102015:00:00,,9:00-15:00,,hc_f,10.00001,20251020
SS2511,D,12610,2025102010:15:00,,9:00-10:15,,ss_f,30.00001,20251020
SS2511,D,12595,2025102015:00:00,,9:00-15:00,,ss_f,5.00001,20251020
SC2511,D,434.9,2025102010:15:00,,9:00-10:15,,sc_f,2.40001,20251020
SC2511,D,434.7,2025102015:00:00,,9:00-15:00,,sc_f,1.70001,20251020
LU2511,D,3059,2025102010:15:00,,9:00-10:15,,lu_f,4.00001,20251020
LU2511,D,3056,2025102015:00:00,,9:00-15:00,,lu_f,10.00001,20251020
FU2511,D,2752,2025102010:15:00,,9:00-10:15,,fu_f,45.00001,20251020
FU2511,D,2775,2025102015:00:00,,9:00-15:00,,fu_f,65.00001,20251020
BU2511,D,3246,2025102010:15:00,,9:00-10:15,,bu_f,17.00001,20251020
BU2511,D,3248,2025102015:00:00,,9:00-15:00,,bu_f,12.00001,20251020
BR2511,D,11010,2025102010:15:00,,9:00-10:15,,br_f,-39.99999,20251020
BR2511,D,10980,2025102015:00:00,,9:00-15:00,,br_f,-14.99999,20251020
RU2511,D,14115,2025102010:15:00,,9:00-10:15,,ru_f,30.00001,20251020
RU2511,D,14105,2025102015:00:00,,9:00-15:00,,ru_f,60.00001,20251020
NR2511,D,12295,2025102010:15:00,,9:00-10:15,,nr_f,-59.99999,20251020
NR2511,D,12265,2025102015:00:00,,9:00-15:00,,nr_f,-69.99999,20251020
SP2511,D,4860,2025102010:15:00,,9:00-10:15,,sp_f,8.00001,20251020
SP2511,D,4858,2025102015:00:00,,9:00-15:00,,sp_f,18.00001,20251020
OP2601,D,4164,2025102010:15:00,,9:00-10:15,,op_f,-41.99999,20251020
OP2601,D,4166,2025102015:00:00,,9:00-15:00,,op_f,-39.99999,20251020
EC2510,D,1103.9,2025102010:15:00,,9:00-10:15,,ec_f,4.50001,20251020
EC2510,D,1102.6,2025102015:00:00,,9:00-15:00,,ec_f,4.00001,20251020
CU2511,D,85600,2025102110:15:00,,9:00-10:15,,cu_f,270.00001,20251021
CU2511,D,,2025102115:00:00,,,,cu_f,0,20251021
BC2511,D,76130,2025102110:15:00,,9:00-10:15,,bc_f,300.00001,20251021
BC2511,D,,2025102115:00:00,,,,bc_f,0,20251021
AL2511,D,20925,2025102110:15:00,,9:00-10:15,,al_f,10.00001,20251021
AL2511,D,,2025102115:00:00,,,,al_f,0,20251021
ZN2511,D,21980,2025102110:15:00,,9:00-10:15,,zn_f,90.00001,20251021
ZN2511,D,,2025102115:00:00,,,,zn_f,0,20251021
PB2511,D,17185,2025102110:15:00,,9:00-10:15,,pb_f,95.00001,20251021
PB2511,D,,2025102115:00:00,,,,pb_f,0,20251021
NI2511,D,121250,2025102110:15:00,,9:00-10:15,,ni_f,420.00001,20251021
NI2511,D,,2025102115:00:00,,,,ni_f,0,20251021
SN2511,D,280900,2025102110:15:00,,9:00-10:15,,sn_f,1740.00001,20251021
SN2511,D,,2025102115:00:00,,,,sn_f,0,20251021
AO2511,D,2769,2025102110:15:00,,9:00-10:15,,ao_f,-15.99999,20251021
AO2511,D,,2025102115:00:00,,,,ao_f,0,20251021
AD2511,D,20345,2025102110:15:00,,9:00-10:15,,ad_f,-4.99999,20251021
AD2511,D,,2025102115:00:00,,,,ad_f,0,20251021
AU2511,D,994.6,2025102110:15:00,,9:00-10:15,,au_f,22.34001,20251021
AU2511,D,,2025102115:00:00,,,,au_f,0,20251021
AG2511,D,11836,2025102110:15:00,,9:00-10:15,,ag_f,62.00001,20251021
AG2511,D,,2025102115:00:00,,,,ag_f,0,20251021
RB2511,D,2983,2025102110:15:00,,9:00-10:15,,rb_f,-18.99999,20251021
RB2511,D,,2025102115:00:00,,,,rb_f,0,20251021
WR2511,D,0,2025102110:15:00,,9:00-10:15,,wr_f,0,20251021
WR2511,D,,2025102115:00:00,,,,wr_f,0,20251021
HC2511,D,3278,2025102110:15:00,,9:00-10:15,,hc_f,-1.99999,20251021
HC2511,D,,2025102115:00:00,,,,hc_f,0,20251021
SS2511,D,12630,2025102110:15:00,,9:00-10:15,,ss_f,20.00001,20251021
SS2511,D,,2025102115:00:00,,,,ss_f,0,20251021
SC2511,D,433.1,2025102110:15:00,,9:00-10:15,,sc_f,-1.79999,20251021
SC2511,D,,2025102115:00:00,,,,sc_f,0,20251021
LU2511,D,3032,2025102110:15:00,,9:00-10:15,,lu_f,-26.99999,20251021
LU2511,D,,2025102115:00:00,,,,lu_f,0,20251021
FU2511,D,2752,2025102110:15:00,,9:00-10:15,,fu_f,1e-05,20251021
FU2511,D,,2025102115:00:00,,,,fu_f,0,20251021
BU2511,D,3275,2025102110:15:00,,9:00-10:15,,bu_f,29.00001,20251021
BU2511,D,,2025102115:00:00,,,,bu_f,0,20251021
BR2511,D,10985,2025102110:15:00,,9:00-10:15,,br_f,-24.99999,20251021
BR2511,D,,2025102115:00:00,,,,br_f,0,20251021
RU2511,D,14150,2025102110:15:00,,9:00-10:15,,ru_f,35.00001,20251021
RU2511,D,,2025102115:00:00,,,,ru_f,0,20251021
NR2511,D,12245,2025102110:15:00,,9:00-10:15,,nr_f,-49.99999,20251021
NR2511,D,,2025102115:00:00,,,,nr_f,0,20251021
SP2511,D,4848,2025102110:15:00,,9:00-10:15,,sp_f,-11.99999,20251021
SP2511,D,,2025102115:00:00,,,,sp_f,0,20251021
OP2601,D,4162,2025102110:15:00,,9:00-10:15,,op_f,-1.99999,20251021
OP2601,D,,2025102115:00:00,,,,op_f,0,20251021
EC2510,D,1134.4,2025102110:15:00,,9:00-10:15,,ec_f,30.50001,20251021
EC2510,D,,2025102115:00:00,,,,ec_f,0,20251021
