INSTRUMENTID,TRADINGSEGMENT,REFSETTLEMENTPRICE,TIME1,:B1,TIME,TRADINGDAY,PRODUCTID,UPDOWN,trade_date
NI2512,D,121370,2025101715:00:00,,9:00-15:00,,ni_f,160.00001,20251017
SN2511,D,281190,2025101710:15:00,,9:00-10:15,,sn_f,880.00001,20251017
SN2511,D,281270,2025101715:00:00,,9:00-15:00,,sn_f,700.00001,20251017
AO2601,D,2802,2025101710:15:00,,9:00-10:15,,ao_f,16.00001,20251017
AO2601,D,2807,2025101715:00:00,,9:00-15:00,,ao_f,20.00001,20251017
AD2512,D,20475,2025101710:15:00,,9:00-10:15,,ad_f,40.00001,20251017
AD2512,D,20430,2025101715:00:00,,9:00-15:00,,ad_f,-29.99999,20251017
AU2512,D,989.68,2025101710:15:00,,9:00-10:15,,au_f,23.10001,20251017
AU2512,D,993.42,2025101715:00:00,,9:00-15:00,,au_f,27.28001,20251017
AG2512,D,12210,2025101710:15:00,,9:00-10:15,,ag_f,50.00001,20251017
AG2512,D,12244,2025101715:00:00,,9:00-15:00,,ag_f,189.00001,20251017
RB2601,D,3050,2025101710:15:00,,9:00-10:15,,rb_f,18.00001,20251017
RB2601,D,3044,2025101715:00:00,,9:00-15:00,,rb_f,5.00001,20251017
WR2601,D,3369,2025101710:15:00,,9:00-10:15,,wr_f,37.00001,20251017
WR2601,D,3365,2025101715:00:00,,9:00-15:00,,wr_f,29.00001,20251017
HC2601,D,3223,2025101710:15:00,,9:00-10:15,,hc_f,15.00001,20251017
HC2601,D,3215,2025101715:00:00,,9:00-15:00,,hc_f,2.00001,20251017
SS2512,D,12610,2025101710:15:00,,9:00-10:15,,ss_f,95.00001,20251017
SS2512,D,12615,2025101715:00:00,,9:00-15:00,,ss_f,65.00001,20251017
SC2512,D,434.7,2025101710:15:00,,9:00-10:15,,sc_f,-10.89999,20251017
SC2512,D,435.3,2025101715:00:00,,9:00-15:00,,sc_f,-10.49999,20251017
LU2601,D,3079,2025101710:15:00,,9:00-10:15,,lu_f,-77.99999,20251017
LU2601,D,3076,2025101715:00:00,,9:00-15:00,,lu_f,-79.99999,20251017
FU2601,D,2628,2025101710:15:00,,9:00-10:15,,fu_f,-59.99999,20251017
FU2601,D,2631,2025101715:00:00,,9:00-15:00,,fu_f,-57.99999,20251017
BU2601,D,3118,2025101710:15:00,,9:00-10:15,,bu_f,-34.99999,20251017
BU2601,D,3130,2025101715:00:00,,9:00-15:00,,bu_f,-29.99999,20251017
BR2512,D,10960,2025101710:15:00,,9:00-10:15,,br_f,20.00001,20251017
BR2512,D,10900,2025101715:00:00,,9:00-15:00,,br_f,-84.99999,20251017
RU2601,D,14845,2025101710:15:00,,9:00-10:15,,ru_f,-4.99999,20251017
RU2601,D,14800,2025101715:00:00,,9:00-15:00,,ru_f,-74.99999,20251017
NR2512,D,12305,2025101710:15:00,,9:00-10:15,,nr_f,50.00001,20251017
NR2512,D,12285,2025101715:00:00,,9:00-15:00,,nr_f,1e-05,20251017
SP2601,D,5134,2025101710:15:00,,9:00-10:15,,sp_f,-29.99999,20251017
SP2601,D,5120,2025101715:00:00,,9:00-15:00,,sp_f,-29.99999,20251017
OP2601,D,4206,2025101710:15:00,,9:00-10:15,,op_f,-7.99999,20251017
OP2601,D,4206,2025101715:00:00,,9:00-15:00,,op_f,-5.99999,20251017
EC2512,D,1654.7,2025101710:15:00,,9:00-10:15,,ec_f,-8.19999,20251017
EC2512,D,1658.2,2025101715:00:00,,9:00-15:00,,ec_f,-4.69999,20251017
CU2512,D,85360,2025102010:15:00,,9:00-10:15,,cu_f,520.00001,20251020
CU2512,D,85530,2025102015:00:00,,9:00-15:00,,cu_f,890.00001,20251020
BC2511,D,75830,2025102010:15:00,,9:00-10:15,,bc_f,510.00001,20251020
BC2511,D,76010,2025102015:00:00,,9:00-15:00,,bc_f,850.00001,20251020
AL2512,D,20945,2025102010:15:00,,9:00-10:15,,al_f,-59.99999,20251020
AL2512,D,20935,2025102015:00:00,,9:00-15:00,,al_f,-29.99999,20251020
ZN2512,D,21895,2025102010:15:00,,9:00-10:15,,zn_f,-49.99999,20251020
ZN2512,D,21880,2025102015:00:00,,9:00-15:00,,zn_f,-14.99999,20251020
PB2511,D,17090,2025102010:15:00,,9:00-10:15,,pb_f,55.00001,20251020
PB2511,D,17085,2025102015:00:00,,9:00-15:00,,pb_f,40.00001,20251020
NI2512,D,121000,2025102010:15:00,,9:00-10:15,,ni_f,-539.99999,20251020
NI2512,D,121010,2025102015:00:00,,9:00-15:00,,ni_f,-359.99999,20251020
SN2512,D,279580,2025102010:15:00,,9:00-10:15,,sn_f,-2119.99999,20251020
SN2512,D,279870,2025102015:00:00,,9:00-15:00,,sn_f,-1849.99999,20251020
AO2601,D,2813,2025102010:15:00,,9:00-10:15,,ao_f,11.00001,20251020
AO2601,D,2809,2025102015:00:00,,9:00-15:00,,ao_f,2.00001,20251020
AD2512,D,20420,2025102010:15:00,,9:00-10:15,,ad_f,-54.99999,20251020
AD2512,D,20405,2025102015:00:00,,9:00-15:00,,ad_f,-24.99999,20251020
AU2512,D,974.38,2025102010:15:00,,9:00-10:15,,au_f,-15.29999,20251020
AU2512,D,973.7,2025102015:00:00,,9:00-15:00,,au_f,-19.71999,20251020
AG2512,D,11778,2025102010:15:00,,9:00-10:15,,ag_f,-431.99999,20251020
AG2512,D,11768,2025102015:00:00,,9:00-15:00,,ag_f,-475.99999,20251020
RB2601,D,3065,2025102010:15:00,,9:00-10:15,,rb_f,15.00001,20251020
RB2601,D,3055,2025102015:00:00,,9:00-15:00,,rb_f,11.00001,20251020
WR2601,D,3375,2025102010:15:00,,9:00-10:15,,wr_f,6.00001,20251020
WR2601,D,3362,2025102015:00:00,,9:00-15:00,,wr_f,-2.99999,20251020
HC2601,D,3235,2025102010:15:00,,9:00-10:15,,hc_f,12.00001,20251020
HC2601,D,3227,2025102015:00:00,,9:00-15:00,,hc_f,12.00001,20251020
SS2512,D,12635,2025102010:15:00,,9:00-10:15,,ss_f,25.00001,20251020
SS2512,D,12620,2025102015:00:00,,9:00-15:00,,ss_f,5.00001,20251020
SC2512,D,438.5,2025102010:15:00,,9:00-10:15,,sc_f,3.80001,20251020
SC2512,D,437.7,2025102015:00:00,,9:00-15:00,,sc_f,2.40001,20251020
LU2601,D,3097,2025102010:15:00,,9:00-10:15,,lu_f,18.00001,20251020
LU2601,D,3093,2025102015:00:00,,9:00-15:00,,lu_f,17.00001,20251020
FU2601,D,2645,2025102010:15:00,,9:00-10:15,,fu_f,17.00001,20251020
FU2601,D,2647,2025102015:00:00,,9:00-15:00,,fu_f,16.00001,20251020
BU2601,D,3142,2025102010:15:00,,9:00-10:15,,bu_f,24.00001,20251020
BU2601,D,3146,2025102015:00:00,,9:00-15:00,,bu_f,16.00001,20251020
BR2512,D,10915,2025102010:15:00,,9:00-10:15,,br_f,-44.99999,20251020
BR2512,D,10880,2025102015:00:00,,9:00-15:00,,br_f,-19.99999,20251020
RU2601,D,14890,2025102010:15:00,,9:00-10:15,,ru_f,45.00001,20251020
RU2601,D,14875,2025102015:00:00,,9:00-15:00,,ru_f,75.00001,20251020
NR2512,D,12265,2025102010:15:00,,9:00-10:15,,nr_f,-39.99999,20251020
NR2512,D,12235,2025102015:00:00,,9:00-15:00,,nr_f,-49.99999,20251020
SP2601,D,5152,2025102010:15:00,,9:00-10:15,,sp_f,18.00001,20251020
SP2601,D,5156,2025102015:00:00,,9:00-15:00,,sp_f,36.00001,20251020
OP2601,D,4164,2025102010:15:00,,9:00-10:15,,op_f,-41.99999,20251020
OP2601,D,4166,2025102015:00:00,,9:00-15:00,,op_f,-39.99999,20251020
EC2512,D,1689.6,2025102010:15:00,,9:00-10:15,,ec_f,34.90001,20251020
EC2512,D,1683.5,2025102015:00:00,,9:00-15:00,,ec_f,25.30001,20251020
CU2512,D,85630,2025102110:15:00,,9:00-10:15,,cu_f,270.00001,20251021
CU2512,D,,2025102115:00:00,,,,cu_f,0,20251021
BC2511,D,76130,2025102110:15:00,,9:00-10:15,,bc_f,300.00001,20251021
BC2511,D,,2025102115:00:00,,,,bc_f,0,20251021
AL2512,D,20945,2025102110:15:00,,9:00-10:15,,al_f,1e-05,20251021
AL2512,D,,2025102115:00:00,,,,al_f,0,20251021
ZN2512,D,21985,2025102110:15:00,,9:00-10:15,,zn_f,90.00001,20251021
ZN2512,D,,2025102115:00:00,,,,zn_f,0,20251021
PB2512,D,17180,2025102110:15:00,,9:00-10:15,,pb_f,70.00001,20251021
PB2512,D,,2025102115:00:00,,,,pb_f,0,20251021
NI2512,D,121430,2025102110:15:00,,9:00-10:15,,ni_f,430.00001,20251021
NI2512,D,,2025102115:00:00,,,,ni_f,0,20251021
SN2512,D,281370,2025102110:15:00,,9:00-10:15,,sn_f,1790.00001,20251021
SN2512,D,,2025102115:00:00,,,,sn_f,0,20251021
AO2601,D,2798,2025102110:15:00,,9:00-10:15,,ao_f,-14.99999,20251021
AO2601,D,,2025102115:00:00,,,,ao_f,0,20251021
AD2512,D,20405,2025102110:15:00,,9:00-10:15,,ad_f,-14.99999,20251021
AD2512,D,,2025102115:00:00,,,,ad_f,0,20251021
AU2512,D,996.1,2025102110:15:00,,9:00-10:15,,au_f,21.72001,20251021
AU2512,D,,2025102115:00:00,,,,au_f,0,20251021
AG2512,D,11852,2025102110:15:00,,9:00-10:15,,ag_f,74.00001,20251021
AG2512,D,,2025102115:00:00,,,,ag_f,0,20251021
RB2601,D,3045,2025102110:15:00,,9:00-10:15,,rb_f,-19.99999,20251021
RB2601,D,,2025102115:00:00,,,,rb_f,0,20251021
WR2601,D,3343,2025102110:15:00,,9:00-10:15,,wr_f,-31.99999,20251021
WR2601,D,,2025102115:00:00,,,,wr_f,0,20251021
HC2601,D,3218,2025102110:15:00,,9:00-10:15,,hc_f,-16.99999,20251021
HC2601,D,,2025102115:00:00,,,,hc_f,0,20251021
SS2512,D,12655,2025102110:15:00,,9:00-10:15,,ss_f,20.00001,20251021
SS2512,D,,2025102115:00:00,,,,ss_f,0,20251021
SC2512,D,436.5,2025102110:15:00,,9:00-10:15,,sc_f,-1.99999,20251021
SC2512,D,,2025102115:00:00,,,,sc_f,0,20251021
LU2601,D,3067,2025102110:15:00,,9:00-10:15,,lu_f,-29.99999,20251021
LU2601,D,,2025102115:00:00,,,,lu_f,0,20251021
FU2601,D,2640,2025102110:15:00,,9:00-10:15,,fu_f,-4.99999,20251021
FU2601,D,,2025102115:00:00,,,,fu_f,0,20251021
BU2601,D,3161,2025102110:15:00,,9:00-10:15,,bu_f,19.00001,20251021
BU2601,D,,2025102115:00:00,,,,bu_f,0,20251021
BR2512,D,10885,2025102110:15:00,,9:00-10:15,,br_f,-29.99999,20251021
BR2512,D,,2025102115:00:00,,,,br_f,0,20251021
RU2601,D,14885,2025102110:15:00,,9:00-10:15,,ru_f,-4.99999,20251021
RU2601,D,,2025102115:00:00,,,,ru_f,0,20251021
NR2512,D,12210,2025102110:15:00,,9:00-10:15,,nr_f,-54.99999,20251021
NR2512,D,,2025102115:00:00,,,,nr_f,0,20251021
SP2601,D,5160,2025102110:15:00,,9:00-10:15,,sp_f,8.00001,20251021
SP2601,D,,2025102115:00:00,,,,sp_f,0,20251021
OP2601,D,4162,2025102110:15:00,,9:00-10:15,,op_f,-1.99999,20251021
OP2601,D,,2025102115:00:00,,,,op_f,0,20251021
EC2512,D,1732.5,2025102110:15:00,,9:00-10:15,,ec_f,42.90001,20251021
EC2512,D,,2025102115:00:00,,,,ec_f,0,20251021
